GEO.id,GEO.id2,GEO.display-label,NAICS.id,NAICS.display-label,YEAR.id,ESTAB,EMP,EMP_N,PAYQTR1,PAYQTR1_N,PAYANN,PAYANN_N
Geographic identifier code,Id2,Geographic area name,2002 NAICS code,Meaning of 2002 NAICS code,Year,Number of establishments,Number of employees,Noise range for number of employees (%),"First-quarter payroll ($1,000)",Noise range for first-quarter payroll (%),"Annual payroll ($1,000)",Noise range for annual payroll (%)
0500000US12091,12091,"Okaloosa County, Florida",326,Plastics and rubber products manufacturing,2007,3,b,D,D,D,D,D
0500000US12095,12095,"Orange County, Florida",326,Plastics and rubber products manufacturing,2007,34,1693,G,16398,G,64719,G
0500000US12097,12097,"Osceola County, Florida",326,Plastics and rubber products manufacturing,2007,6,329,G,2554,G,9421,G
0500000US12099,12099,"Palm Beach County, Florida",326,Plastics and rubber products manufacturing,2007,31,428,H,3532,G,13816,G
0500000US12101,12101,"Pasco County, Florida",326,Plastics and rubber products manufacturing,2007,6,182,H,1669,H,7290,H
0500000US12103,12103,"Pinellas County, Florida",326,Plastics and rubber products manufacturing,2007,50,1567,H,13723,H,51233,G
0500000US12105,12105,"Polk County, Florida",326,Plastics and rubber products manufacturing,2007,34,1065,H,9672,H,37834,H
0500000US12107,12107,"Putnam County, Florida",326,Plastics and rubber products manufacturing,2007,2,c,D,D,D,D,D
0500000US12109,12109,"St. Johns County, Florida",326,Plastics and rubber products manufacturing,2007,2,a,D,D,D,D,D
0500000US12111,12111,"St. Lucie County, Florida",326,Plastics and rubber products manufacturing,2007,8,e,D,D,D,D,D
0500000US12113,12113,"Santa Rosa County, Florida",326,Plastics and rubber products manufacturing,2007,2,e,D,D,D,D,D
0500000US12115,12115,"Sarasota County, Florida",326,Plastics and rubber products manufacturing,2007,17,f,D,D,D,D,D
0500000US12117,12117,"Seminole County, Florida",326,Plastics and rubber products manufacturing,2007,10,319,H,2523,H,10120,H
0500000US12119,12119,"Sumter County, Florida",326,Plastics and rubber products manufacturing,2007,2,c,D,D,D,D,D
0500000US12121,12121,"Suwannee County, Florida",326,Plastics and rubber products manufacturing,2007,1,a,D,D,D,D,D
0500000US12127,12127,"Volusia County, Florida",326,Plastics and rubber products manufacturing,2007,21,817,G,7091,G,26977,G
0500000US12131,12131,"Walton County, Florida",326,Plastics and rubber products manufacturing,2007,1,a,D,D,D,D,D
0500000US13003,13003,"Atkinson County, Georgia",326,Plastics and rubber products manufacturing,2007,1,c,D,D,D,D,D
0500000US13009,13009,"Baldwin County, Georgia",326,Plastics and rubber products manufacturing,2007,1,b,D,D,D,D,D
